username,comment,comment_cleansing,predict_label
@suhendi5397,"['hukum', 'mati', 'cocok', 'kalou', 'enggak', 'mati', 'enggak', 'kapok', 'penjara', 'beban', 'negara', 'orang', 'kayak']",hukum mati cocok kalou enggak mati enggak kapok penjara beban negara orang kayak,Negatif
@aguspren3742,"['cak', 'nun', 'jabat', 'jahat', 'rakyat', 'entar', 'hukum', 'sesuai', 'laku', 'salah', 'rakyat', 'miskin', 'sangka', 'aparat', 'tegak', 'hukum', 'nyali', 'patriotisme']",cak nun jabat jahat rakyat entar hukum sesuai laku salah rakyat miskin sangka aparat tegak hukum nyali patriotisme,Negatif
@yustinusdasandono259,"['mahasiswa', 'melek', 'mata', 'gruduk', 'dpr', 'sah', 'ruu', 'rampas', 'aset', 'koruptor', 'peerlu', 'uu', 'hukum', 'mati', 'agi', 'koruptor']",mahasiswa melek mata gruduk dpr sah ruu rampas aset koruptor peerlu uu hukum mati agi koruptor,Negatif
@Yanrafathar,"['njing', 'negara', 'rantai']",njing negara rantai,Negatif
@dududugaming92,"['bangso', 'tinggal', 'china', 'mati', 'galo', 'koruptor', 'koruptor', 'tinggal', 'konoha', 'biar', 'masuk', 'penjaral', 'ac', 'kulkas', 'aset', 'miskin']",bangso tinggal china mati galo koruptor koruptor tinggal konoha biar masuk penjaral ac kulkas aset miskin,Negatif
@mangadongbatubara4127,"['hahahaha', 'elpiji', 'oplos', 'bbm', 'oplos', 'miras', 'oplos', 'indonesia', 'ku']",hahahaha elpiji oplos bbm oplos miras oplos indonesia ku,Positif
@SatpamSpur,"['kemarin', 't', 'cuman', 'hukum', 'payah']",kemarin t cuman hukum payah,Negatif
@AlifiandraWibowo,"['ahok', 'ahok', 'pegang', 'pertamina', 'indak', 'tangkap', 'bgnian']",ahok ahok pegang pertamina indak tangkap bgnian,Negatif
@stbwiloso9906,"['hukum', 'umur', 'hidup', 'aa']",hukum umur hidup aa,Negatif
@sarmilihsaimin9457,"['jidat', 'hitam', 'olah', 'rajin', 'ibadah', 'koroptor']",jidat hitam olah rajin ibadah koroptor,Negatif
@belengguperak3192,"['tampang', 'jahat', 'besar', 'indonesia']",tampang jahat besar indonesia,Negatif
@fathurrozi645,"['harap', 'hukum', 'mati', 'ngurangi', 'populasi', 'negara']",harap hukum mati ngurangi populasi negara,Negatif
@danirudisetiawan5555,"['hukum', 'mati']",hukum mati,Negatif
@tarioppo5841,"['kalo', 'negeri', 'korupsi', 'indonesia', 'rakyat', 'miskin', 'raja', 'lela']",kalo negeri korupsi indonesia rakyat miskin raja lela,Negatif
@djunagiœharr,"['rantai', 'korupsi', 'waris', 'generasi', 'berantas', 'prabowo']",rantai korupsi waris generasi berantas prabowo,Negatif
@intanzakia3247,"['korupsi', 'triliyunan', 'biar', 'laku', 'hukum', 'mati', 'kalo', 'aset', 'rampas', 'anak', 'turun', 'hidup', 'enak']",korupsi triliyunan biar laku hukum mati kalo aset rampas anak turun hidup enak,Negatif
@achongghofur,"['tenang', 'bos', 'penjara']",tenang bos penjara,Negatif
@juditarjaamidjaja5816,"['bagong', 'haramjadah', 'sia']",bagong haramjadah sia,Negatif
@MuhammadYoga-ed5nl,"['manusia', 'laknat']",manusia laknat,Negatif
@MuhammadYoga-ed5nl,"['tunggu', 'vonis', 'penjara']",tunggu vonis penjara,Negatif
@rafarafirefa9020,"['lembut', 'laku', 'koruptor', 'beda', 'curi', 'pisang', 'gebuk']",lembut laku koruptor beda curi pisang gebuk,Negatif
@MyMom12-k8l,"['pakai', 'hukum', 'umur', 'hidup', 'langsung', 'taro', 'takar', 'buaya', 'kayak', 'deh', 'deh']",pakai hukum umur hidup langsung taro takar buaya kayak deh deh,Negatif
@MyMom12-k8l,"['pakai', 'hukum', 'umur', 'hidup', 'langsung', 'taro', 'takar', 'buaya', 'kayak', 'deh', 'deh']",pakai hukum umur hidup langsung taro takar buaya kayak deh deh,Negatif
@emiliadarwina6890,"['hii', 'maling', 'kbr', 'sekolah', 'maling']",hii maling kbr sekolah maling,Negatif
@wulansarifantri8660,"['negara', 'bebenah', 'parah', 'korupsi', 'hukum', 'berat', 'laku', 'korupsi', 'baik', 'sistem', 'birokrasi', 'belit', 'belit', 'buka', 'peluang', 'sogok', 'awas', 'transparan', 'tingkat', 'sejahtera', 'berahlak', 'etika', 'tau', 'tau', 'malu', 'jabat', 'wenang', 'lelah', 'masyarakat', 'laku', 'semena']",negara bebenah parah korupsi hukum berat laku korupsi baik sistem birokrasi belit belit buka peluang sogok awas transparan tingkat sejahtera berahlak etika tau tau malu jabat wenang lelah masyarakat laku semena,Negatif
@mayangsari9800,"['sangka', 'jidat', 'hitam', 'berdo', 'a', 'malm', 'tahu', 'tuhan', 'rencana']",sangka jidat hitam berdo a malm tahu tuhan rencana,Negatif
@KaresTuyadi,"['hukum', 'gantung', 'laku']",hukum gantung laku,Negatif
@annisaumairoh2011,"['hebat', 'negara', 'untung', 'motor', 'pakai', 'pertalite', 'kawan', 'motor', 'bagus', 'tau', 'bilang']",hebat negara untung motor pakai pertalite kawan motor bagus tau bilang,Positif
@MerLinda-yt5jd,"['hukum', 'atur', 'rakyat', 'negara', 'rakyat', 'cari', 'uang', 'susah', 'ampun', 'pasar', 'sepi', 'ekonomi', 'buruk']",hukum atur rakyat negara rakyat cari uang susah ampun pasar sepi ekonomi buruk,Positif
@AKs_-pg8is,['bocoor'],bocoor,Negatif
@wawantalo,"['hukum', 'timpal', 'hukum', 'mati']",hukum timpal hukum mati,Negatif
@onbehalfofarifin,"['hukum', 'mati', 'bakar', 'hidup', 'hiduo']",hukum mati bakar hidup hiduo,Negatif
@suripsetiyo1204,"['tangkap', 'kalo', 'hukumanya', 'hitung', 'hasil', 'korupsi', 'enggak', 'rampas', 'bikin', 'rakyat', 'sakit', 'hati']",tangkap kalo hukumanya hitung hasil korupsi enggak rampas bikin rakyat sakit hati,Negatif
@zayalwafa1834,"['lepas', 'masyarakat', 'biar', 'remuk', 'curi', 'ayam', 'copet', 'maling', 't', 'santai', 'aman']",lepas masyarakat biar remuk curi ayam copet maling t santai aman,Positif
@lilahiller478,"['biang', 'kaki', 'tangan', 'boneka', 'biang', 'aman', 'duduk', 'santai']",biang kaki tangan boneka biang aman duduk santai,Positif
@GondrongDepan,"['ahok', 'mana', 'ahok', 'periode', 'loh']",ahok mana ahok periode loh,Negatif
@hamzahm4382,"['rakyat', 'jelata', 'prasangka', 'gaji', 'cari', 'job', 'samping', 'nyukupin', 'butuh', 'anak', 'istri']",rakyat jelata prasangka gaji cari job samping nyukupin butuh anak istri,Positif
@itaamelia6715,"['korup', 'instansi', 'perintah', 'korupsi', 'hg', 'kena', 'kepala', 'dirjen', 'instansi', 'kena', 'imbas', 'gagal', 'pimpin', 'potong', 'tunjung', 'copot', 'jabat']",korup instansi perintah korupsi hg kena kepala dirjen instansi kena imbas gagal pimpin potong tunjung copot jabat,Negatif
@ekonugroho5792,"['hukum', 'mati', 'enggak', 'orang']",hukum mati enggak orang,Negatif
@IdrisAbdullah-x7p,"['jabat', 'maling']",jabat maling,Negatif
@suhermanherman3368,"['gampang', 'korupsi', 'indonesia', 'hukum', 'beli', 't', 'hukum', 'koruptor', 'hukum', 'mati', 'biar', 'jera', 'orang', 'buat', 'mikir']",gampang korupsi indonesia hukum beli t hukum koruptor hukum mati biar jera orang buat mikir,Positif
@birhasanispd8690,"['tikus', 'gerogot', 'negara', 'bagus', 'laku', 'hukum', 'mati', 'koruptor', 'penyalahgunaan', 'wenang', 'rugi', 'negara', 'rakyat']",tikus gerogot negara bagus laku hukum mati koruptor penyalahgunaan wenang rugi negara rakyat,Negatif
@broculun9812,"['tangkap', 'demo', 'mahasewa', 'hilang']",tangkap demo mahasewa hilang,Negatif
@Nurshafy,"['coba', 'arak', 'kayak', 'kemarin', 'curi', 'pisang', 'makan', 'adik', 'sakit', 'berani', 'enggak']",coba arak kayak kemarin curi pisang makan adik sakit berani enggak,Negatif
@lawaklawaklucufunny1103,"['oknum', 'pimpin', 'tni', 'korupsi', 'kpk', 'masuk']",oknum pimpin tni korupsi kpk masuk,Positif
@davidlarasati5455,"['taro', 'poto', 'satu', 'tv', 'tayangin', 'istri', 'anak', 'biar', 'malu']",taro poto satu tv tayangin istri anak biar malu,Positif
@NajwaKhoerunnisaa,"['prtmn', 'memperkerjakan', 'orang']",prtmn kerja orang,Netral
@ahmadhams1439,"['mega', 'koroptor', 'bongkar', 'bilang', 'indonesia', 'gelap', 'kabar']",mega koroptor bongkar bilang indonesia gelap kabar,Negatif
@taufikoke9367,"['rugi', 'negara', 't', 'tahu', 'mana', 'awas', 'pertamina', 'negara', 'kocak']",rugi negara t tahu mana awas pertamina negara kocak,Negatif
@usepsetiawan9149,"['masuk', 'nusakambangan', 'orang', 'kayak', 'biar', 'rasai', 'sengsara', 'harta', 'kaya', 'beku', 'biar', 'mampus']",masuk nusakambangan orang kayak biar rasai sengsara harta kaya beku biar mampus,Positif
@hrwt_tuti,"['korupsi', 'enggak', 'hukum', 'berat', 'hal']",korupsi enggak hukum berat hal,Negatif
@Blackpieser,"['sesak', 'gila', 'pertamax', 'scam', 'parah', 'negeri']",sesak gila pertamax scam parah negeri,Negatif
@junetjunaedi8285,"['hukum', 'mati', 'enggak', 'beli', 'bahan', 'bakar', 'tipu', 'koruptor', 'banyangkan', 'nipu']",hukum mati enggak beli bahan bakar tipu koruptor banyangkan nipu,Negatif
@Rebecca_Mary999,"['manusia', 'tutup', 'kloset']",manusia tutup kloset,Negatif
@ujangdedi5154,"['goblog', 'siah']",goblog siah,Negatif
@mutiarasenja4242,"['miskin', 'sita', 'harta', 'hukum', 'mati', 'indonesia', 'kayak', 'raya']",miskin sita harta hukum mati indonesia kayak raya,Negatif
@HarianthoTho,"['hukum', 'mati', 'orang']",hukum mati orang,Negatif
@riniirawati2316,"['rendah', 'malu', 'tinja']",rendah malu tinja,Negatif
@indrabudi124,"['bukti', 'kpk', 'lemah', 'ompong', 'korupsi', 'rajalela']",bukti kpk lemah ompong korupsi rajalela,Negatif
@LitaAyu-l1u,"['capek', 'lihat', 'orang', 'kayak', 'kayak', 'hasil', 'bodoh', 'rakyat', 'enggak', 'hukum', 'bikin', 'jeraa', 'manusia', 'korup', 'koruptor', 'puas', 'hasil', 'korupsi', 'korupsi', 'aksi', 'ungkap', 'serakah', 'bodoh', 'rakyat', 'asli', 'capek', 'korupsi', 'juta', 'jutaa', 'teriliuanan']",capek lihat orang kayak kayak hasil bodoh rakyat enggak hukum bikin jeraa manusia korup koruptor puas hasil korupsi korupsi aksi ungkap serakah bodoh rakyat asli capek korupsi juta jutaa teriliuanan,Negatif
@UmarSubhi,"['negara', 'bayar', 'rugi', 'rakyat', 'kendara']",negara bayar rugi rakyat kendara,Negatif
@IndahMintarsih,"['koruptor', 'deh', 'divtangkat', 'era', 'perintah', 'prabowo']",koruptor deh divtangkat era perintah prabowo,Negatif
@asmansmith7067,"['negeri', 'maling', 'legal']",negeri maling legal,Negatif
@ahmadhams1439,"['enggak', 'omong', 'sita', 'harta', 'laku', 'tembak', 'mati', 'maju', 'negara']",enggak omong sita harta laku tembak mati maju negara,Negatif
@Nurshafy,"['maaf', 'kembali', 'wkwkwkwkwkw', 'selamat', 'untung', 'kim', 'jongun']",maaf kembali wkwkwkwkwkw selamat untung kim jongun,Negatif
@salamHQElectronic,"['uang', 'alir', 'mana', 'berani', 'nyanyi', 'enggak', 'sangka']",uang alir mana berani nyanyi enggak sangka,Negatif
@Nurshafy,['sandiwara'],sandiwara,Negatif
@winarto220,"['dikorut', 'lempar', 'kandang', 'buaya']",dikorut lempar kandang buaya,Negatif
@lawaklawaklucufunny1103,"['hukum', 'mati', 'hukum', 'mati', 'hukum', 'mati']",hukum mati hukum mati hukum mati,Negatif
@sam881978,"['buang', 'tikus', 'goott', 'comberan']",buang tikus goott comberan,Negatif
@bagasstw1616,"['negara', 'cuj']",negara cuj,Negatif
@infpurbo9463,"['rakyat', 'rugi', 'orang', 'korup', 'hukum', 'mati', 'mati', 'mati']",rakyat rugi orang korup hukum mati mati mati,Negatif
@HanAr3330,"['bea', 'cukai', 'labuh', 'tanjung', 'priuk', 'tuh', 'priksa', 'duit', 'masuk', 'kantong', 'pungli']",bea cukai labuh tanjung priuk tuh priksa duit masuk kantong pungli,Negatif
@tomygumilar,"['kisah', 'usang', 'tikus', 'kantor', 'suka', 'renang', 'sungai', 'kotor', 'kisah', 'usang', 'tikus', 'dasi', 'suka', 'ingkar', 'janji', 'sembunyi', 'meja', 'teman', 'kerja', 'lemari', 'baja', 'kucing', 'cepat', 'ganti', 'muka', 'jelma', 'tak', 'cela', 'bodoh', 'hilang', 'harga', 'tak', 'bukti', 'ah', 'sikat', 'tikus', 'tak', 'kenal', 'kenyang', 'rakus', 'rakus', 'kepalang', 'otak', 'tikus', 'otak', 'udang', 'kucing', 'tikus', 'hilang', 'kucing', 'kerja', 'molor', 'tak', 'tikus', 'kantor', 'menteror', 'cerdik', 'licik', 'tikus', 'tingkah', 'tengik', 'kucing', 'pura', 'delik', 'tikus', 'kucing', 'lapar', 'kasih', 'roti', 'jalan', 'lancar', 'sial', 'tikus', 'amat', 'pintar', 'kucing', 'tatar', 'tikus', 'tak', 'kenal', 'kenyang', 'rakus', 'rakus', 'kepalang', 'otak', 'tikus', 'otak', 'udang', 'kucing', 'tikus', 'hilang']",kisah usang tikus kantor suka renang sungai kotor kisah usang tikus dasi suka ingkar janji sembunyi meja teman kerja lemari baja kucing cepat ganti muka jelma tak cela bodoh hilang harga tak bukti ah sikat tikus tak kenal kenyang rakus rakus kepalang otak tikus otak udang kucing tikus hilang kucing kerja molor tak tikus kantor teror cerdik licik tikus tingkah tengik kucing pura delik tikus kucing lapar kasih roti jalan lancar sial tikus amat pintar kucing tatar tikus tak kenal kenyang rakus rakus kepalang otak tikus otak udang kucing tikus hilang,Negatif
@msholehsiregar3360,"['akibat', 'pimpin', 'tak']",akibat pimpin tak,Negatif
@Sniperelite-zw4ec,['koruptor'],koruptor,Negatif
@juraganraph,"['kerja', 'pertamina']",kerja pertamina,Netral
@didikiswanto5576,"['arak', 'hukum', 'mati', 'bikin', 'jera']",arak hukum mati bikin jera,Negatif
@NungkyLestari-c5x,"['barcode', 'hapuss', 'uang', 'garongg', 'tuh']",barcode hapuss uang garongg tuh,Negatif
@ahlanahara8853,"['ditngkap', 'penjara', 'bagus', 'hukum', 'mati', 'terap', 'bertriliyun']",ditngkap penjara bagus hukum mati terap bertriliyun,Negatif
@NungkyLestari-c5x,"['hukumm', 'mati', 'korup', 'pakk']",hukumm mati korup pakk,Negatif
@saptadiyah,"['ditangkep', 'enggak', 'salah']",ditangkep enggak salah,Negatif
@EnishaZora,"['pantesan', 'kayak', 'bos', 'pertamina', 'kerja']",pantesan kayak bos pertamina kerja,Negatif
@joneslie3438,"['lacak', 'harta', 'sita', 'miskin', 'hukum', 'mati', 'gila', 'korupsi', 'jamaah']",lacak harta sita miskin hukum mati gila korupsi jamaah,Negatif
@sandinurwahid-b5d,"['bingung', 'korupsi', 'besar', 'era', 'prabowo', 'kemarin', 'mana', 'aaja', 'enggak', 'korupsi']",bingung korupsi besar era prabowo kemarin mana aaja enggak korupsi,Negatif
@ilhamdarmawan1582,"['oo', 'coba', 'subsidi', 'hasil', 'korupsi', 'bbm', 'ladang', 'besar', 'korupsi']",oo coba subsidi hasil korupsi bbm ladang besar korupsi,Negatif
@joneslie3438,"['harak', 'rakuss', 'serakah', 'gaji', 'buta', 'urus', 'usaha', 'korupsi', 'mati', 'kait', 'usut']",harak rakuss serakah gaji buta urus usaha korupsi mati kait usut,Negatif
@jalu-tg9qt,"['maronyet', 'ngagarong', 'teh', 'teu', 'kapalang', 'aing', 'neangan', 'duit', 'rbu', 'ge', 'kuat', 'kak', 'bolokot', 'kesang']",maronyet ngagarong teh teu kapalang aing neangan duit rbu ge kuat kak bolokot kesang,Negatif
@bocahmlotrok8787,"['serah', 'tujuh', 'orang', 'patung', 'arjuna', 'wiwaha', 'rakyat', 'rajam']",serah tujuh orang patung arjuna wiwaha rakyat rajam,Negatif
@joeywp2852,"['hukum', 'mati', 'biar', 'jera']",hukum mati biar jera,Negatif
@DafirDafir-dh5dk,"['jahat', 'dasi', 'senang', 'rakyat', 'derita']",jahat dasi senang rakyat derita,Negatif
@denjakadetasemenjalamengka4993,"['enggak', 'hukum', 'mati', 'korupsi', 'kian', 'besar', 'rajalela', 'hukum', 'mati', 'korupsi', 'pikir']",enggak hukum mati korupsi kian besar rajalela hukum mati korupsi pikir,Negatif
@iwen1742,['era'],era,Netral
@bobbdabob2046,"['hukum', 'mati', 'koruptor']",hukum mati koruptor,Negatif
@Sempakbolong407,"['asikk', 'korupsi', 'makan', 'tidur', 'hotel', 'mewah', 'hukum', 'slesai', 'saldo', 'triliun']",asikk korupsi makan tidur hotel mewah hukum slesai saldo triliun,Positif
@Rohmi-l9i,"['lini', 'penuh', 'korupsi']",lini penuh korupsi,Negatif
@kingraya1290,"['negeri', 'tipu']",negeri tipu,Negatif
@melibubble7519,['najis'],najis,Negatif
@saveindonesiaforever,"['pecat', 'petinggi', 'jabat', 'bumn', 'jeblos', 'penjara', 'maling']",pecat petinggi jabat bumn jeblos penjara maling,Negatif
@galihhandono-v8q,"['tahan', 'hukum', 'negara', 'indonesia', 'prihatin']",tahan hukum negara indonesia prihatin,Negatif
@husnimubarok6788,"['tenang', 'korupsi', 'tinggal', 'balikin', 'uang', 'beres']",tenang korupsi tinggal balikin uang beres,Positif
@ryanganggas,"['sopan', 'deh', 'nangkepnya']",sopan deh nangkepnya,Negatif
@musafir8334,"['bangga', 'makan', 'uang', 'trilyunan', 'ancen', 'enggak', 'ngunu', 'enggak', 'sugeh', 'dasar', 'maling']",bangga makan uang trilyunan ancen enggak ngunu enggak sugeh dasar maling,Negatif
@MasAgiel,"['juni', 'isi', 'pertalite', 'eh', 'pertamax', 'lertalite', 'antri']",juni isi pertalite eh pertamax lertalite antri,Negatif
@amniwardiyahsiregar9390,"['buka', 'maskerny', 'biar', 'kenal']",buka maskerny biar kenal,Positif
@zaenalboudoin6848,"['negara', 'enggak', 'rugi', 'masyarakat', 'beli', 'pertamax', 'rugi', 'kawal', 'sidang', 'hukum', 'mati', 'koruptor']",negara enggak rugi masyarakat beli pertamax rugi kawal sidang hukum mati koruptor,Negatif
@SaifulSaiful-gd4ip,"['untung', 'indonesia', 'kalo', 'cina', 'langsung', 'dorr', 'dandimiskinkan', 'turun']",untung indonesia kalo cina langsung dorr dandimiskinkan turun,Negatif
@norpiahhusni2648,"['kasih', 'masker', 'jahat', 'negara']",kasih masker jahat negara,Negatif
@agusraharjo2787,"['gebrak', 'korupsi', 'jahat', 'perkosa', 'bunuh', 'kejam', 'hukum', 'mati', 'jabat', 'coba', 'korupsi', 'kaya', 'kelompok', 'rame']",gebrak korupsi jahat perkosa bunuh kejam hukum mati jabat coba korupsi kaya kelompok rame,Negatif
@keisyaazahra8678,"['korupsi', 'tumbuh', 'hukum', 'ringan']",korupsi tumbuh hukum ringan,Negatif
@muhtaslimin4495,"['negara', 'bingung', 'subsidi', 'rakyat', 'ter', 'nyata', 'badok', 'pegawai', 'pertamina']",negara bingung subsidi rakyat ter nyata badok pegawai pertamina,Negatif
@merrychristmas2618,"['kpk', 'kerja', 'ecek', 'rugi', 'negara', 'suap', 'harun', 'ku', 'hasto', 'kak', 'peser', 'rugi', 'negara', 'utama']",kpk kerja ecek rugi negara suap harun ku hasto kak peser rugi negara utama,Positif
@merrychristmas2618,"['sebentar', 'kepala', 'kejaksan', 'agung', 'cari', 'ganti']",sebentar kepala kejaksan agung cari ganti,Negatif
@Singgih_Chan16,"['beda', 'mailing', 'hajar']",beda mailing hajar,Negatif
@sulthonaziz5891,"['indonesia', 'butuh', 'tumbal', 'orang', 'koruptor', 'hukum', 'mati', 'biar', 'efek', 'jera']",indonesia butuh tumbal orang koruptor hukum mati biar efek jera,Negatif
@trinjoub7534,"['rakyat', 'semak', 'sulit', 'jabat', 'korupsi', 'raja', 'lela', 'hukum', 'ringan']",rakyat semak sulit jabat korupsi raja lela hukum ringan,Negatif
@Deri_journey,['muak'],muak,Negatif
@YudikaSeptian,"['kalo', 't', 'hukum', 'mati']",kalo t hukum mati,Negatif
@kupukayu6184,"['bangkai', 'bela', 'pakai', 'pertamax', 'kalo', 'enggak', 'shell', 'kendara', 'bantu', 'negara', 'eh', 'kampret', 'nipu', 'jang', 'shell', 'oplos']",bangkai bela pakai pertamax kalo enggak shell kendara bantu negara eh kampret nipu jang shell oplos,Negatif
@elvanramadhan-d8p,"['babi', 'menyekik', 'warga', 'masyarakat', 'manusia', 'serakah', 'enggak', 'nurani', 'cari', 'nafkah', 'ngidupin', 'anak', 'istri', 'taruh', 'nyawa', 'tak', 'kenal', 'hujan', 'panas', 'moga', 'anak', 'turun', 'terima', 'azab', 'serendah', 'rendah', 'muka', 'bumi', 'akhirat', 'kelak', 'amin']",babi menyekik warga masyarakat manusia serakah enggak nurani cari nafkah ngidupin anak istri taruh nyawa tak kenal hujan panas moga anak turun terima azab serendah rendah muka bumi akhirat kelak amin,Positif
@mdandels99,"['bangsa', 'negara', 'allah', 'kasihan', 'negeri']",bangsa negara allah kasihan negeri,Negatif
@denjakadetasemenjalamengka4993,"['gila', 'masyarakat', 'beli', 'pertamax', 'tnyata', 'pertalite', 'nipu', 'orang', 'indonesia', 'negara', 't', 't', 'kalo', 'harvey', 'mois', 'hukum', 'mati']",gila masyarakat beli pertamax tnyata pertalite nipu orang indonesia negara t t kalo harvey mois hukum mati,Negatif
@ariearie6132,"['president', 'hukum', 'mati', 'miskin', 'keluarga', 'nye', 'usir', 'indonesia', 'keluarganye']",president hukum mati miskin keluarga nye usir indonesia keluarganye,Negatif
@sipenggemar2007,"['gaji', 'besar', 'mental', 'korup', 'korup', 'hukum', 'timbul', 'efek', 'jera', 'ragu', 'hukum', 'mati', 'sita', 'aset', 'alias', 'miskin']",gaji besar mental korup korup hukum timbul efek jera ragu hukum mati sita aset alias miskin,Negatif
@kangmuschanel6897,"['enggak', 'hukum', 'mati', 'gebukin', 'orang', 'kayak']",enggak hukum mati gebukin orang kayak,Negatif
@elqadoury,"['gila', 'bumn', 'menteri']",gila bumn menteri,Negatif
@opoonoe1380,"['hukum', 'mati']",hukum mati,Negatif
@Jafar-n5q,"['walah', 'orang', 'pintar', 'sing', 'due', 'adab', 'blas']",walah orang pintar sing due adab blas,Negatif
@avippahrudin3763,"['hukum', 'mati']",hukum mati,Negatif
@kristantorengga5065,"['hukum', 'mati', 'rampas', 'aset', 'laku', 'negara', 'koruptor']",hukum mati rampas aset laku negara koruptor,Negatif
@AbdulHamid-gp6ns,"['ajar', 'korupsi', 'jembatan', 'suramadu', 'buah']",ajar korupsi jembatan suramadu buah,Positif
@hakrimanhaqqi6388,"['lantik', 'arcandra', 'dirut', 'pertamina']",lantik arcandra dirut pertamina,Negatif
@TitikBuana,"['hukum', 'mati']",hukum mati,Negatif
@yuli1santoso945,"['info', 'kak', 'sambung', 'buat', 'salah', 'bijak', 'pertamina', 'besar', 'isue', 'lempar', 'masyarakat', 'import', 'minyak', 'mentah', 'diri', 'pertamina', 'import', 'timur', 'jenis', 'minyak', 'mentah', 'crude', 'beda', 'indonesia', 'minyak', 'indonesia', 'jenis', 'crudenya', 'muda', 'kelola', 'bisnis', 'untung', 'hasil', 'oli', 'aspal', 'arti', 'crude', 'impor', 'timur', 'beda', 'crude', 'lokal', 'indonesia', 'olah', 'minyak', 'import', 'desain', 'pabrik', 'butuh', 'bbm', 'mobil', 'motor', 'tambah', 'pabrik', 'olah', 'tambah', 'zaman', 'harto', 'prediksi', 'alih', 'isue', 'gejolak', 'demo', 'mahasiswa', 'efisiensi', 'anggar']",info kak sambung buat salah bijak pertamina besar isue lempar masyarakat import minyak mentah diri pertamina import timur jenis minyak mentah crude beda indonesia minyak indonesia jenis crudenya muda kelola bisnis untung hasil oli aspal arti crude impor timur beda crude lokal indonesia olah minyak import desain pabrik butuh bbm mobil motor tambah pabrik olah tambah zaman harto prediksi alih isue gejolak demo mahasiswa efisiensi anggar,Positif
