username,comment
@MochRomli-h1p,ya allah ternyata negriku byk sekali pencuri karena hukumannya terlalu ringan hidup bergelimang harta mobil mewah kuliah luar negeri serba branded enak sekali hidup nya beda kami yg didaerah pelosok demi sesuap nasi harus menantang matahari banting tulang jd buruh tani
@santossantoso4441,pejabat kyk uenak poll kalo korupsi triliunan padahal rakyat banyak yang menjerit sebenarnya hukum korupsi kalo kyk di cina bisa sejahtera rakyat indonesia tp banyak orang yg gila harta n mementingkan perut sendiri jadi hilang semua
@f.a.i1112,apakah ini baru satu kali
@tiwenpedia1259,kawal terus kasusnya dan harus transparansi
@IkhfanNur-e2k,omong kosong belaka jika para koruptor gak di hukum mati
@m4cch0,ya allah ya karim kasus t belum usai pagar laut belum usai nambah lagi bbm perlu hukum gantung segera agar semua jera
@yuniarrajagukguk6220,busyet anak bapak mandi minyak sampe jadi raja minyak ayo jangan pilih bulu harvey mois di hukum thn penyitaan bayar milliyar an rupiah bisakah adil
@zulkiflirambe2963,hukum mati semua orang ini dan sitasmua hartanya
@CarelAlvaro-k2t,batuk e coklat koyo silet munyok jebul maling an oalah anak bojoku bangga su due bojo maling an
@rhoinoagung781,hukum tahun dan sita semua hartanya miskin kan
@abhyyan3423,saya rasa mereka ga rugi korupsi ratusan triliun karna mereka pasti keluar penjara uangnya masi triliunan kaya ga tau hukum di indonesia aja
@herocaka6892,kampret emang udah lah hukum modar aja lah ngerusak motor
@gamers_berotot69,tiap ngisi bbm pertamax biar dapet ron yg bgus ternyata isi ny pertalite
@bandonsaurus9888,hukuman mati saja di siarkan di tv live gak kalar kelar korupsi di indonesia kalo di penjara
@TribuanaTunggal-g1b,bukan hny merugikan negara tp jg rakyat rugi di tipu beli dng harga pertamax ternyata pertalite akal bulus uang nggk halal
@darbyyirrian418,korupsi seperti virus corona yang menyebar di semua lini mau hilangkan korupsi yaitu hukuman tembak mati di lapangan monas secara live sebagai peringatan untuk semua untuk berpikir lagi apabila mau korupsi
@zendhimurya1239,biar masyarakat yang ngambil hukum kalo pemerintah gak pecus menghukum koruptor ini
@nurharto9347,dahlan tdk korupsi yg korupsi karen agussetiawan
@murottalpendek7621,aah kpk
@edosances8412,ini yang selalu dibilang merugi merigu terus teryataa pelakux org dalam juga
@nurharto9347,karen koruptor pintar membela diri uang karen masih banyak skrg pakai pengacara sajabyg bayaran nya milyar
@bayamsayur1131,hukum saja yg seberat beratnya dan miskinkan biar kapok makan uang rakyat
@bigdudut9353,cari tuh dahlan iskan ama sby
@nononene3079,sama kayak kasus angeline sondakh thn dihukum bebas atasan nya tetap aman cuci tangan siapa mereka ya atasan karen
@Vertikal80,buka dulu topengmu
@yantosantoso3823,hukuman mati bagi koruptor supaya yg mau coba pikir dulu tapi pasti ada yg bilang tdk manusiawi makanya korupsi akan terus ada
@stevojho3562,bu karen harus tunjuk hidung siapa penguasa yg ikut menikmati hasil korupsi korporasi di pertamina jgn mau di jadikan pesakitan bagi kompok bajingan di negri ini
@rabiathuladawiah2000,pertamina adalah perusahaan tidak sehat dengan turn over rate karyawan mendekati
@rosidaibrahim8275,yaallah berapa tamaknya dan serakah nya wahai manusia ini klu bisa hukum mati aja pak presiden di miskin aja keluarga nya kerena keluarganya ikut serta tamak dan sarapan
@kenzoliang,itulah knp janji manis itu sudah basi buat g mau ada kata dijamin lah aman lah sudah kagak percaya lg
@abahyayat9457,bener dech indonesia darurat korupsi gila korupsinya sdh banyak yg ratusan triliun
@goenymorang2430,ini khan kasus lama baru ke buka skrg kok nyalahi presiden yg skrg koplak netizen konoha ini
@gulajawa9673,percuma di masukkan berita di pidana terus pengadilan terus menerus vonis bersalah masuk penjara g ada kbar bebas gitu doang lingkar pejabat indonesia
@asihasih4208,jijik suda dengan korupsih di negara indonesia
@YuZ8182,pantesan pada mau kabur aja dulu
@jonidio,di tangkap dengan hormat paling di penjara juga dapat fasilitas lebih berbeda dgn tahanan lain nya mana ada efek jera
@Indonesia-asli123,pling di hukum tahun karena sopan
@dolphinorsso241,usut dalang rampas aset hukum mati kalo kaya gini mahasiswa gak demo kahn yg boten baru demo prett terjadi lagi dan lagi ini sistematis pasti ada institusi lain terlibat
@ChikiKobe,najis ssm koruptor menjijikkan udh buruk rupa buruk pula kelakuannya
@dianita876,moncong koruptor klo udah ketangkep mendadak pake masker moncong kenyang uang haraam moncong koruptor
@wawangc5969,modus yg jelas membuat mreka dan klrga bergelimang riba
@martinprayudi6204,timah sudah pertamina sudah habis ini apa lagi ya mamam ya zaman pak prabowo
@sarjonolala7196,sebenarnya indonesia makmur asalkan pejabat nya tidak korupsi
@awesomesports2468,hukuman mati utk para koruptor kalau gk dihukum mati gk bakalan jera
@Andy_lau.86,lemahnya hukum dinegeri ini jadi lahan basah para koruoptor sampai kapanpun rakyat akan miskin jika korupsi masih merajalela
@izaaliamuh,kenapa bermasker sih tersangka kalo ditayangni
@cintadamai780,berantas dulu hakim jaksa polisi yg gampang di sogok maka akan hilang ntuh koruptor
@mocok-mocokchannel9529,ngent t kalian aku selama ini beli pertamax rupanya kalian oplos memang setan pajak aku bayar patuh aturan disetiap layanan aku juga ikut antri ga serobot bangke emang kalo mesin kendaraan ku rusak gara pake minyak oplosan apa kalian mau tanggung jawab ha
@dimassony3722,presiden ndasmu mmng bener ngeri semua kasus lama makin terkuak
@suryadilim-ji9gw,negeriku rusak karena populasi wareng dan tikus berdasi luar biasa ayo basmi tikus berdasi dan wareng berdasi
@knowledgemastery,trilyunan broo t milyar gimana cara menghabiskan uangnya
@brianaditia8712,banyaknya kasus korupsi tapi pemerintah yg berwenang ngesahkan uu perampasan aset seperti tutup mata dan seolah membiarkan mau dibawa kemana indonesia ini gitu aja mau menuju indonesia emas ta
@armenwang-dy5my,kocak selama ini yg isi pertamax ternyata pertalite lbh aman isi shell bp dll
@goenymorang2430,aduh ada yg jidatnya item tanda banyak sholat ternyataa
@irfankotabumi-f4y,gaji sudah gde kok masih kurang ya dasar mental tikus got
@tengkubrayen9390,media dunia melihat ini
@Ort3tagaL,hukum mati saja orang sampah
@dedejunaedi6735,manusia keparat ga ingat dgn liang lahat dan dosa dasar laknat
@Ulfaniyatul-q6j,bener bner bngsat
@reinardusmaher7993,sudah saatnya korupsi diatas t divonis hukuman mati mau sampai kapan kasus korupsi terus dibiarkan merajarela
@yusupsangrila3613,manusia anjng seperti ini harus di miskinkan dan di hukum seperti binatang
@muhamadrojali6387,gantung kek atau tembak mati kek baru indonesa pejabat nya pasti pada mikir klo mau korupsi
@bambangfuady1303,ayo kejaksaan agung rakyat semesta indonesia menunggu tindak lanjut kinerjamu bukan cuma omonomon
@nashbash_,artinya gaji tinggi tidak berpengaruh pada kelakuan korupsi lalu apa gunanya digaji tinggi hukumannya di buat mati aja lalu gajinya dipotong buat effisiensi masih banyak rakyat yg berkualitas mau digaji lebih rendah dibandingkan mereka para koruptor
@irwanife2814,apa mungkin dikasi hukuman mati untuk korup segini banyaknya spt di china and korut
@anchabatubara,berarti presidennya masih sby
@SetevenJon,fakta dijadikan tumbal bakal melebar kemana mana media bakal punya berita viral lagi
@syapwanudin43,koruptor dan seluruh direksi pertamina di hukum matindannperesiden nya yg bohong mengatakan pertamina rugi padahal untung
@syapwanudin43,yg menata kann subsidi bohong bohongan
@GunawanOtomotif,kita lihat siapa yg salah di pengadilan bingung saya lihat ini
@dbs7278,zaman katakan tidak pada korupsi
@Syam_mk,ohh jadi beliau dirut pada rezim sby diusut kembali dan terbongkar sekarang seru nih dibawa pada saat rezim sby pas banget tahun pemilu berpotensi nama baik khususnya partai demokrat
@naftalibennet5939,kalau gitu kapan kebo diperiksa
@udinkhairuddin1455,buka semua yg ibu ketahui kpk jangan diam saja tangkap yg melanggar hukum merdeka
@muhammadzakaria4144,mungkin si betina koruptor itu mau bilang perintah atasan dalam jabatan saya tapi di alihkan jadi perintah jabatan
@lemonpuff1213,beye buka topeng mu
@merah_putih151,ayo bernyanyi lh yg nyaring bu gile kasus kpk saat itu sapa y ko bs lolos yg dl kata y garang
@Imam-cq2qv,mahasiswa mana ayo itu demo kuh pinda dan perdata atau antikorupsi dirubah aupaya menjadi berat mahasiswa mana
@bonsaiamatirchannel2799,pungli di kejaksaan jakbar bayar biaya tilang resmi di bri masi di kenain biaya di loket pengambilan stnk sim pantau doong
@herryyulianto1829,itu keluarga chalid pantas di blacklist dr kegiatan usaha dgn pemerintah ayah anak sama aja
@Imam-cq2qv,demo minta kitap hukum antikorupsi hukuman maksimal tahun dan perampasan aset mana mahasiswa mana mereka semua woi mahasiswa ini yang harus demo didukung untuk pencegahan korupsi
@yudisetiadi8408,bukan negara saja yg dirugikan masyarakat pengguna pertamax dirugikan juga pertamina perlu bertanggung jawab kpd konsumen
@hahaketawaja,pantes negara ini miskin uang nya habis sama korupsi
@dedewahyudin6490,harus seinstansi lah g block
@Imam-cq2qv,mana mahasiswa
@RudiHarto-vc4fu,koruptor nya kasih minum pertamak aja
@derryef8478,anteng seolah tanpa dosa door lebih tepat
@medhyirawan3224,indonesia darurat korupsi terapkan hukuman mati atau jika perlu terapkan hukum spti d korea utara jika tidak maka tinggal tunggu suatu masa nya saja indonesia akan hancur
@lege7388,kenapa ngga belajar dari malayasia sih dari bahan mentah menjadi bahan siap jual di oleh sendiri jadi ngga bergantung dari negara luar sungguh aneh di negara kita ini daerah penghasil minyak ko rugi terus rupanya ada perampok uang rakyat hukum mati
@4mrozi,pertamina koruptor nya dari paling bawah sampai paling tinggi gw tau
@ochankaitichan4671,sini biar gua pancung
@resipaksigustiono2022,ya allahh
@4mrozi,ngerinya korupsi di negara ini tapi mahasiswa dan rakyat kebanyakan diam yuk revolusi lagi yuk
@4mrozi,yuk bangkit revolusi lagi dah nggak benar lagi negara ini jangan hanya diam mana nih mahasiswa
@trikontrip7127,hukum mati sih dampaknya ke banyak masyarakat yg dirugikan
@kuntengloss7386,rakyat semakin miskin trutama kalangan bawah yang mncari pkerjaan sangat susah tp yang di atas malah mngisi perutnya masing koruptor hukum mati saja
@antonieleeantoni7203,binatang korupsi di larang pake masker woy banksat buka masker lo
@celvinherwawan-i3e,makan semua itu biar jadi racun untuk keluarga serta anak cucu kalian kita di daerah di kejar dengan kinerja nya kalian malah enak menikmati
@Salam_Ngapak,yg jadi judul selalu merugikan negara padahal yg paling dirugikan itu masyarakat
@hendiSetiadi-n1q,bumn ladang korup
@EdyJulianto-fr9xh,cara pejabat yg jahat subsidi pertalite yg untuk sopiir dipersulit lalu dioplos masyarakat suruh beli pertamax palsu kurang ajar
@sumilanaldi2144,ohh pejabat negeriku
@sriutami2567zidanRiski,inputnya revolusi mental outputnya efisiensi d ck
@EdisutrisnoSutrisno-u6q,prabowo mana janjimu ini udah jelas di depan mata
@NETRAL_PLASS,pelaku tangkap dan hukum seberat beratnya klir negara masih byk urusan lain sejumlah kepala daerah baru dilantik itu perlu pengawasan ketat supaya tidak korupsi
@Singpentingbungah,benar kata bung karno musuh terberat adalah dari bangsamu sendiri
@rusdianto8809,daging sapi slice daging rendang dada ayam slice ada diskon ongkir di grabmart toko r beef pondok pinang jakarta selatan
@rusmanardi5177,minyakpun diminumnya dasyat
@erpadellah,sedihnya negeriku indonesia kami tidak bisa percaya dg hukum manusia karena kami sering kecewa tp kami percaya hukum tuhan kami semua rakyat indonesia yang terzalimi yang receh demi receh agar bisa beli bbm akan menemui kalian semua di akhirat untuk meminta pertanggung jawaban atas kedzaliman ini
@esronharianja9592,hukum mati beserta keluarganya
@bollujony2313,g usah ukuman mati cukup di miskinkan saja semua aset biar ngere di lampu bangjo perempatan
@bihmanannisa6262,hukum gantung
@haniwidiyanto237,tdk perlu menggunakan masker buka saja maskernya biar jelas tampang malingnya
@sitimarifatulislamiyah3984,indonesia siapapun presiden nyah ga ada yg mampu para koruptor cemen
@aris6204,saatnya uu perampasan aset disahkan saatnya hukuman mati diterapkan miskinkan koruptor semiskinnya nunggu apa lagi nunggu negara ancur
@sansaja2957,menterinya harus diperiksa juga dong
@FitZul-w8g,manusia apa binatang dia itu
@mosesstevanus2768,udah muak sama beginian
@antoniusfang8764,sita harta benda nya miskin kan tembak mati aja jgn cerita ham berapa ratus juta jiwa manusia kamu bohongi di seluruh indonesia gak ada otak kau
@arisudaryono8536,hukum mati saja klo prabowo perangi korupsi maka benahi hukum koruptor hukum mati koruptor kyk cina tuh makin maju negaranya krn korupsi nol persen
@balapunggawa,itu karena undang hukuman korupsi terlalu ringan makanya pejabat gak kapok blok goblok
@asyhari1983,wajahnya orng baik tapi berhati ibliss
@tuabangka3910,lagi dan lagi riza chalid
@haryatispdsd392,wajahnya santai tk ada rasa bersalah malu dan penyesalan
@ad33eee,hukumnya cuman dibawah tahun dan ganti cuman milliaran fix indonesia makin gelap
@musdarliahaja6977,saya yakinjika tdk diberlakukan hukuman mati jgn harab egara ini aman pasti akan berlanjud kagi generasi setrusnya
@auliabunga9221,ancuurr
@siyanto3240,bongkar terus solar di kalimantan juga jadi sarang korupsi
@jonohamdan6705,dahlan iskan pasti ada atasan nya lacak kpk mungpung belum nanti bisa hangus kasusnya kami rakyat indonesia ingin tahu siapa sebenarnya yg nakal
@sriindari2489,dengar ini yg benci ahok ktnya rugi itu lho pak ahok yg di salahkan
@anggip4851,yang di usut kpk sekarang itu kejadiannya era sby
@MuhammadYusuf-sn5xx,kok baju nya miriipp simbooll ganjar yah
@jamalmd9536,nkri dikrubuti dikroyok dikuras dikoropsi digrogoti pejabat rakus kemaruk harta
@yoseputraocep1565,bongkar semua bu
@rbh513,makannya har lng mahal di indonesia
@LEYpresidenKOMODO,sby jk membuat perpres soal energy mix inpres i dan inpres
@siparendean1111,perintah jabatan buatan sendiri atau kelompok mu bu karen kalau perintah jabatan sesuai uu yang berlaku tidak mungkin ibu tersangka korupsi jangan buat lawak ah
@Eeebusyeettdah2024,kalo memang ini terbukti benar gilaabener
@slametpurnawan7319,dasar turunan iblis pantas aj ngurusi melon belasan tahun gak kelar ternyta sibuk maling duit rakyat
@nopadinopadi5742,tersangka dan akhirnya divonis th aset sita setelah itu dikempesi jongkok tembak kepala t rp dibelikan kerupuk dpt lapangan sepak bola tapi kejaksaan biasanya penyelesaian kasusnya kurang tajam hanya kroco yg ditangkap master mind nya dha pengawasnya dpr bpk irjen kemen bumn tidur nyenyak ngorok pertamina menghormati kasus atau ikut bersama sama
@sitimarifatulislamiyah3984,klo indonesia mau bersih dari korupsi tegakan hukuman mati tebas leher nya di tempat
@UmarSantori,mantap buat kpk mari miskin kan koruptor tanpa pandang bulu karena mereka rakyat jadi sengsara rampas kekayaan mereka
@Aruburamu_Diasuvuira,dasar anak batak balik sana ke israel
@komangsindhu-j1f,terus sekarang berarti pertamax asli
@RNGchannel30,makin kacau ajah nih negara
@yudisudrajat6861,ganteng manusia rakus ini pakai seragam yang sama
@putrasayurjember5135,pertanyaan nya apakah para maling uang negara itu sudah tidak ada malunya
@almariasiagian1832,pertalite langka omg pdhal dioplos jd pertamax rakyat makin sulit pakde rampas seluruh hartanya miskinkan
@baytv5108,inikah negeri yg ku
@alimurtado2980,kolo korupsi sudah triliunan ini bahaya buat negara jadi menurut sy sudah waktunya pemerintah membuat uu hukuman mati
@miskanmiskan2224,pokoknya yg ada kaitannya dg import cek aj di kementrian terkait sdh bs diduga akn ada kongkalikong dan mark up utk dpt rente dr pengusaha contoh kasus gula beras daging susu garam mesin garuda alutsista tni polri emas antam minyak pertamina dlsb
@tediBahtiar-k5n,sudah rahasia umum semua sub holding department pejabat ada mafia bawah atas masing uswauhasanah
@cenel-dw9ld,para binatang hama
@natanchannel1127,bangke
@cinelliestrada3228,bisa terjadi tahun menandakan bobroknya pejabat dimanapun perusahaan wajib diaudit minimal setahun sekali ini auditornya ikut bermain
@SangJuara77,hukum mati semuanya pejabat yang ndak punya hati ini saya sendiri makan saja irit supaya bisa menyambung hidup ada lagi yang di pati kemarin sampai curi pisang hanya ingin buat makan
@MIrfan-pz6fw,kekayaan negara ini hancur oleh para oknum yg tidak bertanggung jawab
@sitimarifatulislamiyah3984,indonesia korupsi mulu biadab
@DeniAzalea-rw6ln,ayoo class action
@pudyastuti5362,wajah mreka betul wajah kriminal
@gunawantea9104,sahkan perampasan aset sama hukuman mati bagi koruptor
@Galang-x2j,di semua sektor di korupsi apa jadi indonesia ini kacau
@mozarta7736,mana sri mul tuh penyebab pertamina yg kata lu minus terus mau lu apain mereka sekarang
