username,comment,predict
@da8772,pantesan ahok mundur ternyata karena ini,Negatif
@noobman_opbr887,brengsek emg wajib hukum mati bubarkan ham,Negatif
@mamatfaaz,dasar tak tau malu pemimpin pengecut maling,Negatif
@ABDROSLEERAMAD,biasa nya kalau ikan jerung yang membaham pasti akan senyap dan lenyap sahaja tetapi kalau ikan bilis yang buat hal pasti di siasat pasti di tangkap pasti di hukum dan sudah semesti nya di hantar ke bilik penjara,Netral
@ArifKecong-b1k,kpk mana kpk kamu kerja ap kpk ap tidak malu ya para pejabat kpk,Negatif
@faridabachrudin1786,mengapa ya maling biadab yang ditangkap wajahnya selalu ditutupi masker,Negatif
@jokitembak,kpk dah ga bekerja maxsimal,Negatif
@NizarJalenmaron-mz7yo,sita asetnya hukum mati pelakunya,Negatif
@NyoniNingsih,muka songong bikin rakyat sengsara,Negatif
@Untung-ee6lt,paling pura masuk tahun,Negatif
@marianussanaksanak4972,di hukm mati saja,Negatif
@suharsabinamarga1171,kelihatan seperti yg lugu ternyata srigala otak ngeres pd pencurian penjahat kakap,Negatif
@fuqtagusriyanto400,yang disalahkan pengecer,Negatif
@famillytv3537,bukan negara yg rugi tp rakyat beli prtalite harga prtamax,Negatif
@bonk333,aspirasi rakyat agar indonesia tidak gelap miskinkan dan hukum mati atau minimal seumur hidup bagi para koruptor,Negatif
@hendra2232,di miskinkan penjara seumur hidup,Negatif
@sasanawira2295,please matikan mereka semua kenapa berulang ulang kasusnya,Negatif
@DonDon-o5d,jangan undang korupsi nya saja yang digunakan tppu sama tindak pidana oplos pertalite jadi pertamax juga digunakan pak biar penjara nya makin lama,Negatif
@Dzahiya,langsung cemplungin ke tanki bbm,Negatif
@clskywalker45,ganti robot dan ai aja udah bebas korupsi,Negatif
@AlvaroDaga-f3d,paling penjara thn,Negatif
@agustuslukaswidyarso1179,isi bbm ke pom non pertamina saja,Negatif
@herisumartono2422,kl terkait perbuatan trilyun oom jhonny g plate itu atas instruksi siapa kah,Negatif
@infinixs5-hr6nu,sby panik g tuh,Netral
@Syaprizalputra,perintah jabatan kau bilang monyongmu itu dasar nenek tua,Negatif
@Syaprizalputra,giliran dirut yg berikutnya,Netral
@kopiluwak3984,kalo intruksi presiden tangkap presidenya soalnya negara merugi pantesan ngotot pngen anaknya jd slah satu caapres,Netral
@muginartiprigi7300,interupsi presiden kerja yang benar bukan untuk di suruh korupsi,Negatif
@sukaltarawan7772,drpd dpr berkata tni seperti gerombolan mending bikin undang hukuman mati bg pejabat yg korupsi knapa dpr gak membuat undang itu takut yaa menimpa anda,Negatif
@bennyconstantine7593,uang sdh dikeluarkan tp barangnya ngak ada bahkan kapalnya pun tidak bersandar ini maahh merampok uang pajak atau uang hutang negara pantesan ngrnya miskin melulu,Negatif
@BucilBucil-jd4ll,bajingan semua bela diri pula,Negatif
@nurriskakustanti8988,kayak nya karen jadi korban politisisasi,Negatif
@rohmanibnuahmad7001,negara china amerika jepang mana berani korup segede itu lemah indonesia dong korup ga nanggung,Negatif
@krisharyono4099,negara isinya maling,Negatif
@Purwanto-ze2fu,pasti gerombolan simoncong banyak yg terlibat,Netral
@ferrysetiawan4527,korupsi berjamaah layak dimiskinkan semua harta disita,Negatif
@nurmochrisdianto1259,ambruklah indonesia,Negatif
@passaku7362,kalau korupsi triliunan ga di hukum mati kacau sih emang nih negara tikus,Negatif
@renisyafrawi1809,hukum mati sj pak,Negatif
@yonathanhandoyo4568,kira uang segitu dimakan sendiri atau dibagi dengan orang tertentu ya,Negatif
@BidanBurung,malingnya berdasi rapi,Negatif
@reyhanpnkri1840,pengen mukul muka nya para koruptor njirr,Negatif
@banggodir5083,ya allah kenapa indonesiaku seperti ini,Netral
@nekowa1300,hukumnya kurang berat si jd ga ada yg takut udah ga dimiskinkan minimal potong jari dari juta m jadi kalo t ya udah potong jari aja minimal punya tangan kaan meski ga punya jari apa per ruas jari per juta,Negatif
@kezokideray1896,percuma kalau tdk di hukum mati,Negatif
@DECLAN-Gooners,palingan tahun di penjara,Negatif
@ahmadasuri8819,ham mati contoh china vietnam,Negatif
@ghary_rivaldo,uwenak ciik,Netral
@rozeng4247,budaya indonesia yang selalu di jaga sampai sekarang korupsi,Negatif
@jbb1999,ini manusia atau dewa ya,Negatif
@agustuslukaswidyarso1179,semua lembaga negara konoha curaption bahkan lembaga kementerian agama ngeri negara paling religious dimuka bumi,Negatif
@myphone7803,korupsinya berjamaah terus,Negatif
@hm.soeharto,hukum mati biar ada efek jera,Negatif
@DiandraWidodo-c4b,oala slama ini pertamax di spbu pertamina bagus ternyata oplosan wes beli ribet barcodean banyak aturan dagangan palsu enggak bahan bakar oli wes lengkap mendingan shell kualitas bagus enggak ribet,Negatif
@ahmadsauban8540,masyarakat bisa nuntut gak sih minta ganti rugi banyak yg pake pertamax,Negatif
@robetmanawi6906,ya tuhan,Netral
@poernomoyusgiantoro5714,mereka tau para koruptor itu tau hukum bisa dibeli dg hasil korupsinya mereka tau di dalam sel penjara itu seperti hotel mewah mereka tau bisa jalan bisa liburan mereka tau dipenjara tidak akan lama saat keluar masih kaya raya dan bisa menikmati hasi mega korupsinya,Negatif
@suryadibakhtiar595,bakal keluar lagu baru,Netral
@romariodreams6056,hukum mati,Negatif
@JoniJoni-bo7ue,gila kemarin timah rugikan t sekarang petinggi pertamina rugikan t ayo mahasiswa yg kemarin demo indonesia gelap turun lagi untuk perampasan aset saya yakin prabowo akan senang hati menerbitkan perpres uu perampasan aset,Negatif
@andifaisal7069,ok gas ok gas ok gass,Netral
@etosprabowo2144,suarakan tagar hukum mati koruptor,Negatif
@gubukberas,jgn cuma ngomong kerugian negara bagaimana dgn kerugian konsumen,Negatif
@ciptadamai,hukum mati dong jangan ragu,Negatif
@yansenmaruli7758,negara seperti ini kondisinya miris sekali negara tdk punya uang karena korupsi malah peras rakyat dari pajak ujung ujungnya,Negatif
@Kushertanto,hukum dinegeri wakanda setelah ketok palu vonis tahun potong masa tahanan kenyataannya bisa jalan keluar kota negeri walaupun status sebagai napi perlakuan khusus petugas lapas ke napi berduit eks pejabat tinggi remisi presiden menjadi setengah dr vonis sidang lebih setuju kalo koruptor di miskinkan aja,Negatif
@RestuHudaya,kenap ya tersangka korupsi di indonesia tdk di hukum mati aja biar pada binasa,Negatif
@adiglend5768,korupsi ni hukum sebrat beratnya bila perlu hukuman mati biar hilang korupsi di negara ini manusia serakah siap betul sudah kaya juga pergi korupsi lagi,Negatif
@sutono247,indonesia akan semakin bobrok kalau hukumnya tdk sekeras china,Negatif
@asokadaio4671,perhatikan wajah para koruptor tenang dan menghanyutkan koq bisa tenang karena sudah kaya raya harta bisa beli segalanya di negeri wakanda termasuk masa hukuman termasuk bui mau penjara tahun atau tahun mau ruang bui dgn fasilitas ber juga bisa yg penting bayar dengan apa harta makanya tidak ada yg takut korupsi tidak ada yg takut dipenjara di negeri wakanda jiran negeri konoha,Negatif
@erwinwahyu790,hukum gantung mafia minya,Negatif
@aliframadan2904,yg gini ininikin rakyat menderita rakyat berjuang matian di level bawah banying tulang buat nyari makan dan bayar pajak ternyata yg d atas begini apa gak mampus rakyat yg d bawah sementara yg kriminal gini bnyak yg d lindungi dan hukumannya malah di ringan kan kapan mau ada efek jera buat yg lain,Negatif
@masyarakatbiasa558,si anyingg,Netral
@jasmadi_6879,di hukum matipun halal jasadnya merugikan konsumen seluruh indonesia,Negatif
@wawahanfardo,klw korupsi gini gak ada itu yg namanya keluarganya nangis bikin nangis dong seperti sesama tahanan lainnya d borgol ya tengkurep dong boss gmna ini pilih kasih,Negatif
@Aprilio-idn,beneran gelap ini mah,Netral
@masyarakatbiasa558,hrusnya suruh minum pertamak itu si anyingg,Netral
@FeriYanto-uj7yh,percuma di tahan di dalam sana juga dapat sembuaran ac selama hukum di indonesia tidak bisa seperti china dan korea utara yg berani tembak mati para korup jangan mimpi korupsi bisa di basmi,Negatif
@Ramlisiagian1966,masih banyak yang jujur dan pintar dan bijak di negara ini teapi begitu lah keadaannya seakan akan sudah menjadi budaya yang kurupsi tsb tetapi ini sudah kelewat begitu besar yang dikurupsi karena itu sudah pantas mereka para tikus besar itu dihukum mati atau disuntik mati saja,Negatif
@kiwielcacuygaming8728,emang nya gak cape nangkepin koruptor mulu ya karna hukum nya lemah,Negatif
@sopianharis7936,fungsi komisaris bmun itu buat apa,Netral
@SitorusSitorus-g6z,orang seperti inilah musuh negara yg sampai hati menyengsarakan rakyat dmn hati kita yg penuh kebersamaan itu yg penuh ksh sayang itu kok tega kalian korupsi utk memperkaya keluarga atau kronimu disana bnyk saudara kita yg antara makan dngn tdk mkn,Negatif
@okichannel7248,hukumannya harus berat supaya ada efek jera jangan rakyat sipil terus yang di hukum berat buat apa bayar pajak kalau duitnya di maling terus sama pejabat negara,Negatif
@AbenSima,botakin tuh para bandit ahli edit tolong merapat kita gasken supaya kena mental para bandit dan keluarganya,Negatif
@edisonl.tobing4603,mafia lama papa minta saham rc baru ini ketangkap,Negatif
@adiherdiyana3039,yang saya heran kenapa selalu kerugian negara yang di up sekali dihitung lah kerugian masyaratkat yang beli pertamax selama beberapa tahun kebelakang pasti lebuh dari t kayanya g cukup dimiskinkan tu oknum,Negatif
@HajiAmir07,sampai kapanpun indonesia tidak akan jadi negara maju tidak akan jadi negara kaya raya rakyat sejahtera kalo hukum di negeri ini tidak menghukum mati koruptor dan kejahatan berat lainnya,Negatif
@murniyati2969,bandit,Negatif
@Ramlisiagian1966,para koruptor di pt pertamina patra niaga sudah digaji besar tetap juga kurang karena itu sudah layak para tikus itu dihukum mati saja,Negatif
@dea7779,ini korupsinya paling sdh beroperasi puluhan thun sekarang baru ditangkap sy ykin dari dulu sdh menyetor ke para petinggi pemegang hukum maknya mereka amn mungkin di era prabowo semua mulai takut sehingga kasus ini baru terbongkar,Negatif
@alisodik3439,menyala koruptor kuu,Netral
@morisonpasha3592,kalo sudah bicara korupsi trilyunan wajib hukum mati jasadnya lempar ke laut agar bermanfaat bagi ekosistem laut semua aset pribadi klrg di sita dilelang untuk bangun fasilitas infrastruktur di daerah tertinggal kan lebih berguna,Negatif
@uyansetiawanaskam3628,kenapa dipakaikan masker,Negatif
@Jieand_Matukejieandclaudia,selama presiden td brani mnghukm mati para korupsi jngn menghrap rakyt bisa sejtra hany pejbt dan penguasa ngri in yg mnikmti kekayaan alam di negri kita ini,Negatif
@suyotoatmonegoro7465,kira hukumannya berapa tahun yaa,Netral
@Baduylapantilu,hukum mati,Negatif
@abdurrohman6733,hukum mati s setan itu,Negatif
@daunhijau5395,yaelah palingan juga hukumannya tahun ama denda jt aja,Negatif
@aliethofan6223,gak merugikan negara tapi sudah membuat marah rakyat hukum mati pakk,Negatif
@LombokIjo-xu2zg,triliun aja banyak banget ini sampai ratusan triliun,Negatif
@pangerannana2959,hukum mati miskin kan sampe anak cucunya gk kapok lo,Negatif
@dja2_ng,siapakah sihh yg milih masukan manusia busuk gini ngerusakk,Negatif
@riotz370,hukuman mati jasadnya jangan dikubur digantung sampai tulang belulang indonesia darurat korupsi harus ada langkah ekstrim dan tegas,Negatif
@hs407hendr,perusahaan plat merah sarang korup,Negatif
@Pacitanfc,setan doyan duit jga ya,Netral
@topikhidayat6951,mungkin untuk menjabat mereka bayar,Negatif
@Haidar-u2g7i,tambah lagh penghuni neraka,Netral
@HajiAmir07,pantesan banyak pertamax mengerak itu akibat pertalit di oplos jadi pertamax biadab jing,Negatif
@gatotherdiyanto3639,indonesia darurat korupsi hukum mati da rampas asset mereka turunan rakyat aja mereka kadalin,Negatif
@dikporland6249,semoga hidupnya menderita dunia akherat,Negatif
@ArrijadJan,korupsi rugikan negara t fonis thn penjara korupsi rugikan negara t fonis thn penjara mungkin hukum para koruptor yg akan dijlnkan di nkri kita bagusnya hukuman mati biar ada unsur gerah bagi pejabat jahanam,Negatif
@julyantoyanto3007,semua koruptor harus di miskinkan,Negatif
@gatotherdiyanto3639,buka masker jangan fitupmuka biar se ind tahu licik,Negatif
@jaysetiawan9639,cape tinggal di indonesia,Netral
@Hjhhh-u2j,biadap ni orang terkutuklah kau cocoknya,Negatif
@ChairumanAnsori,mongken ada temennya itu,Netral
@jerryprasetyo9653,gak punya malu sedikitpun serakah,Negatif
@marwanari3075,rick erick di bumn masih kacau lu malah urusin bola masih banyak pr tuh bocah aja ngerti kerjain pr dulu baru maen bola,Negatif
@aquesokaraja8419,gajinya kurang kalo lembur untuk urusan negara masa iya gak di bayar serakah kok maksimal,Negatif
@truthvslie3821,bongkar bu ka pasti sby dan meneg bumn saat itu terlibat,Positif
@putriatika1,impor tp duit doang keluar sedangkan barang mampir aja tidak yg atas kuat an cuci tangan kambing hitam harus keluar biar kasus diam dan rakyat senang,Negatif
@NurHasan-k7r,siapa yg gak mau duit duitkan manis,Negatif
@dumprettt5780,firly harus di tahan,Negatif
@rexistancerex,kalau presiden nyuruh harakiri harus dilaksanakan juga,Negatif
@pamungkasputra9894,yang kerja di pertamina senyum saja,Negatif
@Nasimin-ee9md,yang namanya instruksi presiden itu adalah perintah jabatan harus dilaksanakan instruksi presiden untuk tidak korupsi tapi masih korupsi,Negatif
@iyrw21,oke kalo perintah jabatan tapi sebelum beli lapor dulu kan ke pemerintah mau beli yg kapasitas berapa dan spek yg gimana lalu pemerintah pasti double check kan ya semoga sih ga mungkin ga dicek ya kaan ya kaan jangan membodohi masyarakat dengan pingpong game,Negatif
@iyrw21,bu karen ini idolaku banget pas kuliah selalu kudonlot interviewnya,Positif
@ranggalampung4975,mengapa analisa demand dan peruuntukannya tdk clear dan tdk di konfrontasi kan dengan pembuat instruksi,Negatif
@sukmasukma7150,mulut sok suci menjebak kebencian siar kan ke masyarakat miskin kan sampai ke keluarga nya,Negatif
@syarifdokma8405,makanya tangkap tuh jokowi yg sdh buat hancur lebur indonesia saat ini,Negatif
@ShellaEvivaniarenyaan,krenapa seorang mantan wakil presiden harus membela karenn yang jelas bersalah,Netral
@Masnugroho75,yang dirugikan bukan negara tapi rakyat beli oplosan pertalite jadi pertamax semua duit rakyat itu gentho,Negatif
@bangnopan361,potong tangan aja biar jera,Negatif
@Mutiara_islam779,demo lah perampasan aset biar koruptor jadi miskin,Negatif
@IwankAja-u4n,semua kan di ketahui dan di setujui oleh menteri esdm,Negatif
@arifkusnaini51,sudah waktunya koruptor di hukum mati kl mau negara ini makmur,Negatif
@BulanSabit-lz1pf,percuma koruptor ditangkapin kalo hukuman nya ga menimbulkan efek jera bagi pelaku korupsi negara tidak hadir untuk menghukum seberat nya pelaku korupsi andai saja negara bisa membuat produk hukum yg bisa menghukum seberat berat nya pelaku korupsi dan memiskin kan pelaku nya baru lah korupsi pasti pelan akan hilang tapi kalo hukuman nya masih seperti sekarang ini jangan pernah berharap bnyk lah,Negatif
@AgusSuyatna-f6x,hasil curiannya beli tanah lahan terus di pagari pake bambu di los angeles amerika aja,Negatif
@herlin5750,triliun kerugian negara kerugian konsumen belum dihitung karena pertalite dioplos pertamax kemudian dijual sebagai pertamak sudah berapa milyar liter pertamax oplosan ini beredar dimasyarakat harus dihitung juga kerugian konsumen pertamax,Negatif
@rinaldyrisman-dz4fg,manusia rakus lebih dari fir aun udh keturunan jahat bisa jd turunan,Negatif
@herlin5750,hancur negara ini,Negatif
@bintartoaribowoaribowo2817,hukumannya mestinya ringan krn yg rugi rakyat konsumen bkn negara,Negatif
@didithesherif1513,gila korupsinya udah bukan milyaran lagi tapi udah triliunan harusnya udah bisa diterapkan hukaman mati tuh,Negatif
@nataneltoni295,bukan main lembut nya pelayanan petugas baju nya di kancingin pemasangan borgol nya penuh kelembutan mmg lah kalau org papan atas yg korup sungguh sempurna,Negatif
@oemgy1684,ingat gk bulan mobil yg isi pertamax pada rusak saringan filter mobil yg periksa kualitas pertamax kan org pertamina tersebut konsumen di rugikan ada ganti rugi gk,Negatif
@girenpain2711,lah ngapain impor lng cadangan lng aja berlimpah,Negatif
@ezimardianto1298,gaji udah besar tetapi juga korupsi,Negatif
@ezimardianto1298,banyak sekali bohong mu buk rakyat bukan bodoh,Negatif
@TEGUHHARIANTO-yn7up,memang negeri salah satu begeri terkorup terlaku banyak manusia yg kelakuannya lebih hina dari binatang kotor busuk rakus dan menjijikkan ini masalah moralitas integritas dan mental bangsa kita ini udh sakit nyaris semua orang yg diberi amanah justru berkhianat memalukan mrk gak yakut allah gak takut dosa bangsa ini didominasi oleh manusia bermental korup siapapun yg diberi jabatan korup kejahatan buian hanya karena niat saja tp juga kesempatan,Negatif
@mapuldoank4208,sekolah tinggi ujungnya jd koruptor biadab hukum mati koruptor udh melanggar ham rakyat indonesia,Negatif
@mariabutarbutar2005,kok suaranya ndredeg bu,Negatif
@puriaza9794,kpk bodoh teledor terlau arogan hatihati kpk juga banyak mapiya goblog nya,Negatif
@Sayha1978,tampang malaikat kelakuan iblis,Negatif
@jamalludin7435,rakyat susah cari uang ini korupsi aduhh,Negatif
@diponegoro9,saya percaya dg bu karen yang sabar bu tahun depan pemerintahan baru insyaallah lbh amanah dan adil bu karen bisa ajukan pk insyaallah bebas,Positif
@Rockstar20k-z3f,indonesia budaya korupsi sudah biasa bagi pejabatnya saya juga mau cukup milyar saya siap dihukum tahun,Negatif
@harrybelavonte7752,busyet dah mencuri koq bisa rombongan begini yak mungkin ni orang tidak pernah diikut sertakan dalam retret makanya mereka tak mengerti bahwa uang rakyat itu gak boleh di curi kali ya lagian uang dari curian itu kalau buat makan keluarga hukumnya kan harom he,Negatif
